Date,A1,A2,A3
2005-01-03,15.559469223022461,30.156375885009766,14.526597023010254
2005-01-04,15.080415725708008,29.742467880249023,14.426337242126465
2005-01-05,14.895803451538086,28.629606246948242,14.199438095092773
2005-01-06,14.885677337646484,28.874975204467773,14.273320198059082
2005-01-07,14.914498329162598,28.87249183654785,14.273320198059082
2005-01-10,14.933196067810059,28.855146408081055,14.347192764282227
2005-01-11,14.905149459838867,28.500715255737305,14.30498218536377
2005-01-12,15.088204383850098,28.391660690307617,14.347192764282227
2005-01-13,15.025891304016113,28.527984619140625,14.41578197479248
2005-01-14,15.294628143310547,28.860103607177734,14.537148475646973
2005-01-18,15.267361640930176,29.177350997924805,14.663793563842773
2005-01-19,15.057044982910156,29.22444725036621,14.600468635559082
2005-01-20,14.870101928710938,29.041040420532227,14.552979469299316
2005-01-21,15.07262897491455,29.110435485839844,14.4949312210083
2005-01-24,15.049264907836914,28.825403213500977,14.621575355529785
2005-01-25,15.185578346252441,28.23552131652832,14.537148475646973
2005-01-26,15.407577514648438,28.280118942260742,14.748214721679688
2005-01-27,15.422372817993164,27.982702255249023,14.8220853805542
2005-01-28,15.436392784118652,28.111581802368164,14.83791732788086
2005-01-31,15.639699935913086,27.933130264282227,15.006769180297852
2005-02-01,15.773681640625,28.35199737548828,15.10702896118164
2005-02-02,15.823529243469238,28.67669105529785,15.165071487426758
2005-02-03,15.807174682617188,28.589950561523438,15.207281112670898
2005-02-04,16.05409812927246,28.99889373779297,15.355026245117188
2005-02-07,16.104732513427734,28.934450149536133,15.323369979858398
2005-02-08,16.13589096069336,29.00136947631836,15.413071632385254
2005-02-09,16.083702087402344,29.172391891479492,15.323369979858398
2005-02-10,16.161598205566406,29.276500701904297,15.339200973510742
2005-02-11,16.318941116333008,29.395463943481445,15.349761009216309
2005-02-14,16.4357852935791,29.452472686767578,15.486946105957031
2005-02-15,16.474733352661133,29.541698455810547,15.460555076599121
2005-02-16,16.424100875854492,29.69289207458496,15.502776145935059
2005-02-17,16.396839141845703,29.675546646118164,15.471112251281738
2005-02-18,16.598588943481445,29.37068748474121,15.307540893554688
2005-02-22,16.537824630737305,28.58003807067871,14.943445205688477
2005-02-23,16.61415672302246,28.597373962402344,15.022601127624512
2005-02-24,16.871997833251953,28.503196716308594,15.138686180114746
2005-02-25,17.18279266357422,29.060853958129883,15.434175491333008
2005-02-28,17.153982162475586,28.865049362182617,15.328641891479492
2005-03-01,17.202266693115234,29.1129207611084,15.370856285095215
2005-03-02,16.91872787475586,28.99889373779297,15.355026245117188
2005-03-03,16.965471267700195,29.050949096679688,15.434175491333008
2005-03-04,17.167993545532227,29.65570640563965,15.67690658569336
2005-03-07,17.280946731567383,29.940752029418945,15.787710189819336
2005-03-08,17.14929962158203,29.64332389831543,15.682182312011719
2005-03-09,17.051151275634766,28.775836944580078,15.402524948120117
2005-03-10,16.887571334838867,28.99889373779297,15.502776145935059
2005-03-11,16.79254150390625,28.58003807067871,15.434175491333008
2005-03-14,16.664018630981445,29.031124114990234,15.671628952026367
2005-03-15,16.248836517333984,28.966686248779297,15.603032112121582
2005-03-16,16.110965728759766,28.607290267944336,15.460555076599121
2005-03-17,16.404624938964844,28.912153244018555,15.550267219543457
2005-03-18,16.33062744140625,28.71883773803711,15.503475189208984
2005-03-21,16.0946044921875,28.503196716308594,15.498154640197754
2005-03-22,15.797050476074219,28.007492065429688,15.18447494506836
2005-03-23,15.596858978271484,27.858768463134766,15.1100435256958
2005-03-24,15.579723358154297,27.93399429321289,15.269549369812012
2005-03-28,15.687216758728027,27.91895294189453,15.296122550964355
2005-03-29,15.28138542175293,27.87882423400879,15.104726791381836
2005-03-30,15.629570007324219,28.237380981445312,15.349294662475586
2005-03-31,15.797050476074219,28.132081985473633,15.498154640197754
2005-04-01,15.890522956848145,28.207286834716797,15.551321983337402
2005-04-04,15.92557430267334,28.069387435913086,15.59386157989502
2005-04-05,15.921679496765137,28.08192253112793,15.684244155883789
2005-04-06,16.139785766601562,28.327646255493164,15.636392593383789
2005-04-07,16.302579879760742,28.43295669555664,15.779953002929688
2005-04-08,16.225465774536133,27.969085693359375,15.65766716003418
2005-04-11,16.069683074951172,28.307584762573242,15.811841011047363
2005-04-12,16.272201538085938,28.839134216308594,15.960714340209961
2005-04-13,15.948158264160156,28.781457901000977,15.8490629196167
2005-04-14,15.539997100830078,28.60846710205078,15.700201034545898
2005-04-15,15.212835311889648,28.473064422607422,15.423730850219727
2005-04-18,15.392777442932129,28.58339500427246,15.482207298278809
2005-04-19,15.650606155395508,28.83411979675293,15.700201034545898
2005-04-20,15.28138542175293,28.68367576599121,15.56196403503418
2005-04-21,15.721491813659668,28.821577072143555,15.700201034545898
2005-04-22,15.547781944274902,28.816572189331055,15.801218032836914
2005-04-25,15.84222412109375,29.285444259643555,15.907544136047363
2005-04-26,15.68021011352539,29.2653751373291,15.705511093139648
2005-04-27,15.538429260253906,29.501062393188477,15.82248306274414
2005-04-28,15.290733337402344,29.358137130737305,15.753366470336914
2005-04-29,15.59997272491455,29.71417808532715,15.976659774780273
2005-05-02,15.703574180603027,29.679079055786133,16.019197463989258
2005-05-03,15.6887788772583,29.824504852294922,15.939448356628418
2005-05-04,16.116422653198242,29.912256240844727,15.955399513244629
2005-05-05,16.201316833496094,30.092790603637695,15.891593933105469
2005-05-06,16.24493980407715,29.89471435546875,15.854376792907715
2005-05-09,16.25973892211914,30.391157150268555,15.987299919128418
2005-05-10,15.894416809082031,30.338510513305664,15.87032699584961
2005-05-11,15.96841812133789,30.428773880004883,15.944762229919434
2005-05-12,15.695782661437988,30.16298484802246,15.763995170593262
2005-05-13,15.534544944763184,29.86212158203125,15.508797645568848
2005-05-16,15.719154357910156,30.223175048828125,15.60981559753418
2005-05-17,15.72304916381836,30.403701782226562,15.790579795837402
2005-05-18,16.03618812561035,30.75472640991211,15.795892715454102
2005-05-19,16.0946044921875,31.263717651367188,15.886281967163086
2005-05-20,16.05409812927246,31.25368309020996,15.880960464477539
2005-05-23,16.10706901550293,31.263717651367188,15.82248306274414
2005-05-24,16.060331344604492,30.915189743041992,15.82248306274414
2005-05-25,15.945048332214355,30.549129486083984,15.865013122558594
2005-05-26,16.124208450317383,30.433786392211914,15.907544136047363
2005-05-27,16.233257293701172,30.5892391204834,15.971345901489258
2005-05-31,16.093050003051758,30.82743263244629,15.96603012084961
2005-06-01,16.28311538696289,31.25368309020996,16.173377990722656
2005-06-02,16.40696144104004,31.16593360900879,16.152111053466797
2005-06-03,16.322063446044922,31.06061553955078,16.205280303955078
2005-06-06,16.486413955688477,31.366504669189453,16.189340591430664
2005-06-07,16.404624938964844,31.592161178588867,16.22655487060547
2005-06-08,16.34231185913086,31.757640838623047,16.258451461791992
2005-06-09,16.42799949645996,31.792762756347656,16.27440071105957
2005-06-10,16.474733352661133,31.762659072875977,16.332876205444336
2005-06-13,16.540159225463867,31.94319725036621,16.401992797851562
2005-06-14,16.60793113708496,32.18389892578125,16.44453239440918
2005-06-15,16.731781005859375,32.09864044189453,16.36478614807129
2005-06-16,16.881343841552734,32.23403549194336,16.33819580078125
2005-06-17,17.08464813232422,32.615150451660156,16.546709060668945
2005-06-20,16.930418014526367,32.55588912963867,16.578868865966797
2005-06-21,16.8486270904541,32.19122314453125,16.600305557250977
2005-06-22,17.007535934448242,32.21149826049805,16.75039291381836
2005-06-23,16.708417892456055,32.08487319946289,16.798629760742188
2005-06-24,16.64999771118164,31.816436767578125,16.680709838867188
2005-06-27,16.75515365600586,31.95318603515625,16.782548904418945
2005-06-28,16.881343841552734,32.11021041870117,16.948711395263672
2005-06-29,16.783199310302734,32.20135498046875,16.90047836303711
2005-06-30,16.731781005859375,32.21149826049805,16.91655731201172
2005-07-01,16.79254150390625,32.49005126953125,17.07199478149414
2005-07-05,16.86732292175293,32.839515686035156,17.104162216186523
2005-07-06,16.7855281829834,32.71797561645508,16.814706802368164
2005-07-07,16.834604263305664,32.84457778930664,16.948711395263672
2005-07-08,17.009870529174805,33.300411224365234,17.147035598754883
2005-07-11,17.269254684448242,33.71570587158203,17.243518829345703
2005-07-12,17.47490119934082,33.77143096923828,17.291757583618164
2005-07-13,17.46321678161621,33.4776611328125,17.340002059936523
2005-07-14,17.563705444335938,32.920555114746094,17.168481826782227
2005-07-15,17.467893600463867,33.0724983215332,17.16312026977539
2005-07-18,17.414138793945312,33.20923614501953,17.152395248413086
2005-07-19,17.61277198791504,33.432090759277344,17.168481826782227
2005-07-20,17.6151180267334,33.7562141418457,17.259599685668945
2005-07-21,17.806730270385742,33.204166412353516,16.948711395263672
2005-07-22,17.764665603637695,33.523250579833984,17.04519271850586
2005-07-25,17.610441207885742,33.60429382324219,17.05055809020996
2005-07-26,17.710920333862305,33.908172607421875,17.109519958496094
2005-07-27,17.806730270385742,33.95375061035156,17.184560775756836
2005-07-28,18.028730392456055,34.41462326049805,17.291757583618164
2005-07-29,18.017047882080078,34.33866500854492,17.2971248626709
2005-08-01,18.31148910522461,34.27281188964844,17.07199478149414
2005-08-02,18.636308670043945,34.627349853515625,17.468647003173828
2005-08-03,18.589569091796875,34.51593780517578,17.516895294189453
2005-08-04,18.42599105834961,34.03478240966797,17.40432357788086
2005-08-05,18.0871524810791,32.71797561645508,17.104162216186523
2005-08-08,18.211002349853516,31.629056930541992,16.75575828552246
2005-08-09,18.57788848876953,32.11021041870117,16.932636260986328
2005-08-10,18.776514053344727,32.0392951965332,16.927276611328125
2005-08-11,18.67136573791504,32.49005126953125,17.029132843017578
2005-08-12,18.47273063659668,32.434329986572266,17.013036727905273
2005-08-15,18.601259231567383,32.76860809326172,17.077360153198242
2005-08-16,18.27877426147461,32.849647521972656,16.809356689453125
2005-08-17,18.29046058654785,32.54069519042969,16.793272018432617
2005-08-18,17.953956604003906,32.31278610229492,16.85759925842285
2005-08-19,17.883848190307617,32.17097091674805,16.959434509277344
2005-08-22,18.105846405029297,32.32293701171875,17.07199478149414
2005-08-23,17.935251235961914,32.363433837890625,17.21136474609375
2005-08-24,17.70157814025879,32.44953536987305,17.13095474243164
2005-08-25,17.90019989013672,32.631874084472656,17.259599685668945
2005-08-26,17.876834869384766,32.29759979248047,17.23280143737793
2005-08-29,18.073131561279297,32.095001220703125,17.302478790283203
2005-08-30,17.883848190307617,32.277320861816406,17.275684356689453
2005-08-31,18.255413055419922,32.864845275878906,17.40968132019043
2005-09-01,18.507783889770508,33.12313461303711,17.68305206298828
2005-09-02,18.67136573791504,33.02184295654297,17.688411712646484
2005-09-06,18.905048370361328,33.76130294799805,17.854581832885742
2005-09-07,18.92841339111328,33.558712005615234,17.865299224853516
2005-09-08,18.898033142089844,33.37637710571289,17.709854125976562
2005-09-09,19.176118850708008,33.4776611328125,17.918901443481445
2005-09-12,19.148082733154297,33.44728469848633,17.9028263092041
2005-09-13,18.933090209960938,33.22949981689453,17.747377395629883
2005-09-14,18.865318298339844,33.20923614501953,17.811697006225586
2005-09-15,18.975154876708984,33.35103988647461,17.977859497070312
2005-09-16,19.26725959777832,33.14844512939453,18.140419006347656
2005-09-19,19.239219665527344,32.90536117553711,18.08641242980957
2005-09-20,19.290626525878906,32.67744064331055,18.01620101928711
2005-09-21,19.472902297973633,31.91773796081543,17.702972412109375
2005-09-22,19.278940200805664,32.14564895629883,17.60576629638672
2005-09-23,19.26258659362793,32.090362548828125,17.64897346496582
2005-09-26,19.433177947998047,32.29509735107422,17.794780731201172
2005-09-27,19.304645538330078,32.14155578613281,17.80018424987793
2005-09-28,19.524309158325195,31.96753692626953,17.98380470275879
2005-09-29,19.867822647094727,32.479339599609375,18.162025451660156
2005-09-30,19.835107803344727,32.89390563964844,18.14581298828125
2005-10-03,19.961301803588867,32.9502067565918,18.351036071777344
2005-10-04,19.774351119995117,32.38722610473633,18.03241729736328
2005-10-05,19.173784255981445,31.783288955688477,17.50855827331543
2005-10-06,18.503114700317383,31.552974700927734,17.276329040527344
