Date,GLD,QQQ,TLT
2005-05-12,42.15999984741211,31.08500862121582,52.890380859375
2005-05-13,41.95000076293945,31.42319107055664,53.096336364746094
2005-05-16,41.880001068115234,31.631296157836914,53.03343200683594
2005-05-17,41.86000061035156,31.822057723999023,53.1821403503418
2005-05-18,42.04999923706055,32.255592346191406,53.536869049072266
2005-05-19,41.97999954223633,32.524375915527344,53.39957809448242
2005-05-20,41.650001525878906,32.65445327758789,53.462501525878906
2005-05-23,41.619998931884766,32.819175720214844,53.8802604675293
2005-05-24,41.72999954223633,32.92324447631836,54.028934478759766
2005-05-25,41.869998931884766,32.78451919555664,53.651329040527344
2005-05-26,41.689998626708984,33.1140022277832,53.6341552734375
2005-05-27,41.880001068115234,33.13134765625,53.69141387939453
2005-05-31,41.650001525878906,33.01863098144531,54.355106353759766
2005-06-01,41.529998779296875,33.28741455078125,55.02066421508789
2005-06-02,42.099998474121094,33.52153015136719,55.15276336669922
2005-06-03,42.16999816894531,33.03596115112305,54.699100494384766
2005-06-06,42.47999954223633,33.04463195800781,54.98622512817383
2005-06-07,42.380001068115234,32.76716995239258,55.42263412475586
2005-06-08,42.34000015258789,32.69780731201172,55.15851593017578
2005-06-09,42.27000045776367,32.905906677246094,55.1125373840332
2005-06-10,42.619998931884766,32.5590705871582,54.492347717285156
2005-06-13,42.779998779296875,32.715145111083984,54.16499710083008
2005-06-14,42.599998474121094,32.585079193115234,53.80892562866211
2005-06-15,42.7400016784668,32.689117431640625,53.90658950805664
2005-06-16,43.459999084472656,32.86253356933594,54.176490783691406
2005-06-17,43.630001068115234,32.86688995361328,54.170753479003906
2005-06-20,43.65999984741211,32.86688995361328,54.078880310058594
2005-06-21,43.810001373291016,32.84951400756836,54.47508239746094
2005-06-22,43.720001220703125,32.814823150634766,55.135501861572266
2005-06-23,44.02000045776367,32.450294494628906,55.078086853027344
2005-06-24,43.900001525878906,32.08578872680664,55.35374450683594
2005-06-27,43.90999984741211,31.938249588012695,55.50307846069336
2005-06-28,43.45000076293945,32.24200439453125,55.124027252197266
2005-06-29,43.630001068115234,32.17257308959961,55.03786849975586
2005-06-30,43.439998626708984,31.9208927154541,55.53175354003906
2005-07-01,42.70000076293945,31.877490997314453,54.85871887207031
2005-07-05,42.279998779296875,32.20728302001953,54.34010314941406
2005-07-06,42.25,32.05106735229492,54.63970947265625
2005-07-07,42.36000061035156,32.163902282714844,54.755001068115234
2005-07-08,42.2599983215332,32.780094146728516,54.5302619934082
2005-07-11,42.540000915527344,33.0838737487793,54.5302619934082
2005-07-12,42.63999938964844,33.240081787109375,54.22481918334961
2005-07-13,42.349998474121094,33.31818389892578,54.144161224365234
2005-07-14,41.900001525878906,33.64799499511719,54.00586700439453
2005-07-15,42.04999923706055,33.752113342285156,54.14995193481445
2005-07-18,42.0099983215332,33.61325454711914,53.74654769897461
2005-07-19,41.88999938964844,34.00383377075195,53.93673324584961
2005-07-20,42.20000076293945,34.24680709838867,54.230613708496094
2005-07-21,42.459999084472656,34.25550842285156,53.492984771728516
2005-07-22,42.45000076293945,34.21210479736328,53.90789794921875
2005-07-25,42.5099983215332,34.08193588256836,53.71195602416992
2005-07-26,42.25,34.21210479736328,53.79843521118164
2005-07-27,42.439998626708984,34.47248077392578,53.71195602416992
2005-07-28,42.75,34.63737106323242,54.190242767333984
2005-07-29,42.81999969482422,34.350975036621094,53.65434646606445
2005-08-01,43.130001068115234,34.4117317199707,53.45480728149414
2005-08-02,43.13999938964844,34.784908294677734,53.281307220458984
2005-08-03,43.529998779296875,34.767555236816406,53.541561126708984
2005-08-04,43.68000030517578,34.4290771484375,53.431678771972656
2005-08-05,43.599998474121094,34.26417922973633,53.015254974365234
2005-08-08,43.349998474121094,34.01250076293945,52.916927337646484
2005-08-09,43.34000015258789,34.238155364990234,53.113548278808594
2005-08-10,43.650001525878906,33.94306945800781,53.05570983886719
2005-08-11,44.45000076293945,34.220794677734375,53.425872802734375
2005-08-12,44.4900016784668,34.02985382080078,53.9695930480957
2005-08-15,44.130001068115234,34.238155364990234,53.83075714111328
2005-08-16,44.54999923706055,33.682701110839844,54.206695556640625
2005-08-17,43.90999984741211,33.88231658935547,53.848121643066406
2005-08-18,43.83000183105469,33.7087287902832,54.24724578857422
2005-08-19,43.599998474121094,33.69136428833008,54.24147033691406
2005-08-22,43.70000076293945,33.7087287902832,54.183570861816406
2005-08-23,43.7599983215332,33.61325454711914,54.43229293823242
2005-08-24,43.59000015258789,33.413658142089844,54.48435592651367
2005-08-25,43.72999954223633,33.491764068603516,54.6578483581543
2005-08-26,43.61000061035156,33.37893295288086,54.64051818847656
2005-08-29,43.56999969482422,33.63930892944336,54.70990753173828
2005-08-30,43.0099983215332,33.51779556274414,55.056968688964844
2005-08-31,43.400001525878906,33.83024597167969,55.519630432128906
2005-09-01,44.220001220703125,33.778167724609375,55.18534851074219
2005-09-02,44.25,33.64799499511719,55.23175811767578
2005-09-06,44.27000045776367,34.14268493652344,54.84292984008789
2005-09-07,44.33000183105469,34.203433990478516,54.326377868652344
2005-09-08,44.599998474121094,34.19477462768555,54.38438034057617
2005-09-09,44.84000015258789,34.385684967041016,54.55852127075195
2005-09-12,44.88999938964844,34.48115539550781,54.181270599365234
2005-09-13,44.560001373291016,34.39438247680664,54.465641021728516
2005-09-14,44.959999084472656,34.00383377075195,54.25669479370117
2005-09-15,45.41999816894531,33.986446380615234,53.80978012084961
2005-09-16,45.81999969482422,34.19477462768555,53.45573806762695
2005-09-19,46.25,33.92571258544922,53.57188034057617
2005-09-20,46.22999954223633,33.786834716796875,53.711116790771484
2005-09-21,47.060001373291016,33.413658142089844,54.21024703979492
2005-09-22,46.36000061035156,33.535152435302734,54.15800857543945
2005-09-23,46.279998779296875,33.63063049316406,53.75174331665039
2005-09-26,46.56999969482422,33.63930892944336,53.50800323486328
2005-09-27,46.25,33.56121063232422,53.58341598510742
2005-09-28,46.79999923706055,33.56988525390625,53.943302154541016
2005-09-29,47.099998474121094,34.02116775512695,53.699493408203125
2005-09-30,46.70000076293945,34.24680709838867,53.51377487182617
2005-10-03,46.41999816894531,34.33360290527344,53.09539031982422
2005-10-04,46.45000076293945,34.10795593261719,53.27020263671875
2005-10-05,46.36000061035156,33.63930892944336,53.503292083740234
2005-10-06,47.209999084472656,33.19668197631836,53.29933166503906
2005-10-07,47.36000061035156,33.27478790283203,53.51491928100586
2005-10-10,47.369998931884766,33.092552185058594,53.479976654052734
2005-10-11,47.38999938964844,32.927642822265625,53.3692741394043
2005-10-12,46.849998474121094,32.53710174560547,52.85063934326172
2005-10-13,47.02000045776367,32.788780212402344,52.658382415771484
2005-10-14,46.79999923706055,33.03179168701172,52.5767822265625
2005-10-17,47.2599983215332,33.13592529296875,52.56511688232422
2005-10-18,47.0,32.901607513427734,52.6234130859375
2005-10-19,46.34000015258789,33.56121063232422,52.6467399597168
2005-10-20,45.97999954223633,33.24875259399414,52.786556243896484
2005-10-21,46.52000045776367,33.45704650878906,53.276031494140625
2005-10-24,46.38999938964844,33.986446380615234,52.862308502197266
2005-10-25,47.060001373291016,33.85626983642578,52.4078369140625
2005-10-26,46.93000030517578,33.682701110839844,52.023231506347656
2005-10-27,47.18000030517578,33.0057487487793,52.20970153808594
2005-10-28,47.220001220703125,33.257450103759766,52.21552276611328
2005-10-31,46.400001525878906,33.73478317260742,52.31461715698242
2005-11-01,45.72999954223633,33.7087287902832,52.254302978515625
2005-11-02,46.130001068115234,34.15135192871094,52.008460998535156
2005-11-03,45.959999084472656,34.663414001464844,51.657318115234375
2005-11-04,45.5099983215332,34.784908294677734,51.57537841796875
2005-11-07,45.77000045776367,34.82831954956055,51.75095748901367
2005-11-08,45.90999984741211,34.83698272705078,52.254302978515625
2005-11-09,46.560001373291016,34.85435104370117,51.71583557128906
2005-11-10,46.47999954223633,35.2361946105957,52.34792709350586
2005-11-11,46.79999923706055,35.331668853759766,52.377174377441406
2005-11-14,46.619998931884766,35.331668853759766,51.98507308959961
2005-11-15,46.65999984741211,35.16679000854492,52.324554443359375
2005-11-16,47.779998779296875,35.38376235961914,52.87467956542969
2005-11-17,48.47999954223633,35.85240936279297,53.00347137451172
2005-11-18,48.459999084472656,35.97392272949219,52.75765609741211
2005-11-21,48.9900016784668,36.06070327758789,52.915672302246094
2005-11-22,49.31999969482422,36.190895080566406,52.98591613769531
2005-11-23,49.150001525878906,36.277687072753906,52.781005859375
2005-11-25,49.41999816894531,36.35580062866211,52.974185943603516
2005-11-28,49.7400016784668,36.052040100097656,53.23759460449219
2005-11-29,49.79999923706055,35.87845230102539,52.7342414855957
2005-11-30,49.099998474121094,35.79166030883789,52.67570877075195
2005-12-01,50.16999816894531,36.45992660522461,52.5933952331543
2005-12-02,50.31999969482422,36.54672622680664,52.61103820800781
2005-12-05,50.779998779296875,36.277687072753906,52.37591552734375
2005-12-06,50.88999938964844,36.399192810058594,52.91082763671875
2005-12-07,51.31999969482422,36.32974624633789,52.710968017578125
2005-12-08,51.900001525878906,36.06938934326172,53.05191421508789
2005-12-09,52.400001525878906,36.208255767822266,52.63457107543945
2005-12-12,52.560001373291016,36.338417053222656,52.53461456298828
2005-12-13,51.650001525878906,36.48597717285156,52.728599548339844
2005-12-14,50.349998474121094,36.364479064941406,53.269432067871094
2005-12-15,50.2400016784668,36.425228118896484,53.140106201171875
2005-12-16,50.09000015258789,36.17380142211914,53.31643295288086
2005-12-19,50.220001220703125,35.59960174560547,53.369354248046875
2005-12-20,49.040000915527344,35.62571334838867,53.304649353027344
2005-12-21,49.369998931884766,35.782310485839844,53.21061706542969
2005-12-22,50.13999938964844,36.0172004699707,53.63389205932617
2005-12-23,50.119998931884766,36.0172004699707,53.96306228637695
2005-12-27,50.63999938964844,35.70401382446289,54.40392303466797
2005-12-28,51.470001220703125,35.660526275634766,54.25223922729492
2005-12-29,51.470001220703125,35.42561340332031,54.37030029296875
2005-12-30,51.58000183105469,35.15591049194336,54.24633026123047
2006-01-03,53.119998931884766,35.93889617919922,54.17546081542969
2006-01-04,53.29999923706055,36.31299591064453,54.30536651611328
2006-01-05,52.34000015258789,36.46959686279297,54.24044418334961
2006-01-06,53.720001220703125,37.13077163696289,54.140079498291016
2006-01-09,54.599998474121094,37.27867126464844,54.17546081542969
2006-01-10,54.060001373291016,37.30475997924805,53.73871612548828
2006-01-11,54.529998779296875,37.59185791015625,53.65016555786133
2006-01-12,54.43000030517578,37.40916061401367,54.01018524169922
2006-01-13,55.439998626708984,37.391761779785156,54.32304382324219
2006-01-17,55.2599983215332,37.14816665649414,54.5650749206543
2006-01-18,54.06999969482422,36.721885681152344,54.547359466552734
2006-01-19,55.59000015258789,36.99158477783203,54.387996673583984
2006-01-20,55.20000076293945,35.886714935302734,54.529640197753906
2006-01-23,55.77000045776367,35.895423889160156,54.511924743652344
2006-01-24,55.72999954223633,36.05200958251953,54.24633026123047
2006-01-25,56.13999938964844,35.895423889160156,53.656063079833984
2006-01-26,55.880001068115234,36.14768600463867,53.42585754394531
2006-01-27,55.630001068115234,36.63488006591797,53.42585754394531
2006-01-30,56.68000030517578,36.70448303222656,53.3726921081543
2006-01-31,56.70000076293945,36.539188385009766,53.52027893066406
2006-02-01,56.70000076293945,36.66969299316406,53.33723449707031
2006-02-02,56.97999954223633,36.043296813964844,53.43796920776367
2006-02-03,56.5,35.59960174560547,53.8170280456543
2006-02-06,56.720001220703125,35.50389099121094,53.9237174987793
2006-02-07,54.599998474121094,35.3473014831543,53.66893768310547
2006-02-08,54.83000183105469,35.75620651245117,53.544620513916016
2006-02-09,56.18000030517578,35.41690444946289,53.7874870300293
2006-02-10,54.790000915527344,35.634403228759766,53.49125671386719
2006-02-13,53.720001220703125,35.22553634643555,53.4971809387207
2006-02-14,54.4900016784668,35.58220291137695,53.30767059326172
2006-02-15,53.7599983215332,35.80839157104492,53.43796920776367
2006-02-16,54.52000045776367,36.13899230957031,53.44981384277344
2006-02-17,54.959999084472656,35.85190200805664,53.87635040283203
2006-02-21,55.119998931884766,35.45170974731445,53.7874870300293
2006-02-22,55.34000015258789,35.895423889160156,54.15473175048828
2006-02-23,54.63999938964844,35.79970169067383,54.01850128173828
2006-02-24,55.63999938964844,35.895423889160156,53.93553924560547
2006-02-27,55.220001220703125,36.295597076416016,53.846702575683594
2006-02-28,56.06999969482422,35.75620651245117,54.11328887939453
2006-03-01,56.099998474121094,36.2433967590332,53.78634262084961
2006-03-02,56.7400016784668,36.26950454711914,53.411773681640625
2006-03-03,56.279998779296875,36.06070327758789,53.10267639160156
2006-03-06,55.22999954223633,35.74749755859375,52.63899230957031
2006-03-07,54.95000076293945,35.53871154785156,52.67465591430664
2006-03-08,53.970001220703125,35.556121826171875,52.65681457519531
2006-03-09,54.2400016784668,35.25162124633789,52.67465591430664
2006-03-10,53.83000183105469,35.28642654418945,52.478492736816406
2006-03-13,54.310001373291016,35.39082336425781,52.436885833740234
2006-03-14,54.869998931884766,35.99110794067383,52.78760528564453
2006-03-15,55.119998931884766,36.295597076416016,52.502281188964844
2006-03-16,55.34000015258789,35.99110794067383,52.97784423828125
2006-03-17,55.119998931884766,36.08600616455078,52.81734848022461
2006-03-20,55.16999816894531,36.17304611206055,52.90058898925781
2006-03-21,54.83000183105469,35.790000915527344,52.62709426879883
2006-03-22,54.75,35.87705993652344,52.74006652832031
2006-03-23,54.70000076293945,35.77257537841797,52.57363510131836
2006-03-24,55.709999084472656,35.955413818359375,52.96002197265625
2006-03-27,56.38999938964844,35.964115142822266,52.76384353637695
2006-03-28,56.060001373291016,35.81611251831055,52.27045440673828
2006-03-29,57.06999969482422,36.49517822265625,52.020755767822266
2006-03-30,58.599998474121094,36.60832977294922,51.658138275146484
2006-03-31,58.099998474121094,36.50386428833008,51.64031219482422
2006-04-03,58.470001220703125,36.547401428222656,51.657020568847656
2006-04-04,58.33000183105469,36.74763870239258,51.60334014892578
2006-04-05,58.65999984741211,37.09587478637695,51.67491912841797
2006-04-06,59.279998779296875,37.20035171508789,51.28115463256836
2006-04-07,58.59000015258789,36.843414306640625,50.779869079589844
2006-04-10,59.599998474121094,36.791175842285156,50.87531661987305
2006-04-11,59.0099983215332,36.49517822265625,51.054386138916016
2006-04-12,59.43000030517578,36.50386428833008,50.74408721923828
2006-04-13,59.5,36.65188217163086,50.38603973388672
2006-04-17,61.09000015258789,36.26881790161133,50.57099533081055
2006-04-18,61.849998474121094,36.965293884277344,50.66055679321289
2006-04-19,63.75,37.130714416503906,50.35026931762695
2006-04-20,60.959999084472656,37.000125885009766,50.30845260620117
2006-04-21,63.20000076293945,36.5648307800293,50.60085678100586
2006-04-24,61.650001525878906,36.530006408691406,50.80374526977539
2006-04-25,62.779998779296875,36.451629638671875,50.20106506347656
2006-04-26,63.650001525878906,36.44294738769531,50.11756134033203
2006-04-27,62.959999084472656,36.791175842285156,50.18315887451172
2006-04-28,65.08999633789062,36.434242248535156,50.218997955322266
2006-05-01,65.16000366210938,36.07728958129883,49.8415641784668
2006-05-02,66.55000305175781,36.17304611206055,49.973350524902344
2006-05-03,66.45999908447266,36.12081527709961,49.86551284790039
2006-05-04,67.4800033569336,36.41682815551758,49.781620025634766
2006-05-05,67.98999786376953,36.704105377197266,50.08115768432617
2006-05-08,67.55999755859375,36.73893356323242,50.11116027832031
2006-05-09,69.68000030517578,36.59964370727539,50.08115768432617
2006-05-10,70.37999725341797,36.27752685546875,50.171024322509766
2006-05-11,71.02999877929688,35.46788787841797,49.9254264831543
2006-05-12,71.12000274658203,34.98905563354492,49.51206970214844
2006-05-15,67.41000366210938,34.96292495727539,49.709754943847656
2006-05-16,68.61000061035156,34.701751708984375,50.08115768432617
2006-05-17,68.1500015258789,34.23163604736328,49.7696647644043
2006-05-18,67.45999908447266,33.99658203125,50.446590423583984
2006-05-19,65.58000183105469,34.25776672363281,50.578407287597656
2006-05-22,65.30000305175781,33.92693328857422,50.68625259399414
2006-05-23,66.37999725341797,33.59611129760742,50.65628433227539
2006-05-24,64.05999755859375,33.822452545166016,50.680259704589844
2006-05-25,64.69999694824219,34.26644515991211,50.482540130615234
2006-05-26,65.0999984741211,34.379642486572266,50.446590423583984
2006-05-30,65.11000061035156,33.639644622802734,50.42265319824219
2006-05-31,64.2300033569336,33.79632568359375,50.12308883666992
2006-06-01,62.560001373291016,34.597293853759766,50.34682083129883
2006-06-02,63.5,34.51021957397461,50.99639892578125
2006-06-05,63.290000915527344,33.76152420043945,50.93026351928711
2006-06-06,62.54999923706055,33.73539352416992,51.17081832885742
2006-06-07,62.279998779296875,33.48292922973633,51.182861328125
2006-06-08,60.90999984741211,33.43071365356445,51.285099029541016
2006-06-09,60.45000076293945,33.213043212890625,51.555755615234375
2006-06-12,60.029998779296875,32.560089111328125,51.597862243652344
2006-06-13,55.91999816894531,32.42951202392578,51.6339111328125
2006-06-14,55.619998931884766,32.760345458984375,51.11670684814453
2006-06-15,57.31999969482422,33.648338317871094,50.82200622558594
2006-06-16,57.68000030517578,33.40093231201172,50.707733154296875
2006-06-19,56.36000061035156,33.130863189697266,50.63554382324219
2006-06-20,57.29999923706055,33.174415588378906,50.55135726928711
2006-06-21,58.33000183105469,33.69712829589844,50.563377380371094
2006-06-22,57.72999954223633,33.27024459838867,50.274654388427734
2006-06-23,57.9900016784668,33.23542022705078,50.17243957519531
2006-06-26,58.279998779296875,33.32252883911133,50.076202392578125
2006-06-27,57.68000030517578,32.69526672363281,50.322784423828125
2006-06-28,57.540000915527344,32.939208984375,50.05817794799805
2006-06-29,59.52000045776367,33.94105529785156,50.226558685302734
2006-06-30,61.22999954223633,33.775535583496094,50.7137451171875
2006-07-03,62.18000030517578,33.97590637207031,50.663639068603516
2006-07-05,62.5,33.23542022705078,50.259063720703125
2006-07-06,63.02000045776367,33.200565338134766,50.56698989868164
2006-07-07,62.630001068115234,32.83467102050781,50.89303207397461
2006-07-10,62.02000045776367,32.54716873168945,50.941341400146484
2006-07-11,63.810001373291016,32.79109191894531,51.10438537597656
2006-07-12,64.91999816894531,32.17256164550781,51.11644744873047
2006-07-13,65.55000305175781,31.632431030273438,51.315696716308594
2006-07-14,65.8499984741211,31.310100555419922,51.34588623046875
2006-07-17,63.95000076293945,31.388505935668945,51.424407958984375
2006-07-18,62.900001525878906,31.49304962158203,50.9836311340332
2006-07-19,64.02999877929688,31.90251350402832,51.46666717529297
2006-07-20,62.540000915527344,31.43206214904785,51.61760711669922
2006-07-21,61.709999084472656,31.10101890563965,51.520957946777344
2006-07-24,61.13999938964844,31.719547271728516,51.49082565307617
2006-07-25,61.54999923706055,31.90251350402832,51.33987045288086
2006-07-26,62.0,31.876354217529297,51.527008056640625
2006-07-27,62.900001525878906,31.667274475097656,51.44852828979492
2006-07-28,63.11000061035156,32.329376220703125,51.744380950927734
2006-07-31,63.15999984741211,32.32067108154297,51.810821533203125
2006-08-01,64.31999969482422,31.780536651611328,51.805912017822266
2006-08-02,64.75,32.13771438598633,51.99995422363281
2006-08-03,64.12000274658203,32.338096618652344,52.01205825805664
2006-08-04,64.27999877929688,32.18998718261719,52.32727813720703
2006-08-07,64.5,31.980911254882812,52.357635498046875
2006-08-08,63.970001220703125,31.780536651611328,52.24238967895508
2006-08-09,64.62999725341797,31.824085235595703,52.07267379760742
2006-08-10,63.25,32.05059814453125,51.993896484375
2006-08-11,62.709999084472656,31.824085235595703,51.76958084106445
2006-08-14,62.25,32.033172607421875,51.67864990234375
2006-08-15,62.0099983215332,32.84337615966797,52.11510467529297
2006-08-16,62.4900016784668,33.618717193603516,52.46668243408203
2006-08-17,61.029998779296875,33.740684509277344,52.44852828979492
2006-08-18,61.040000915527344,33.7929573059082,52.60007095336914
2006-08-21,62.439998626708984,33.470619201660156,52.787986755371094
2006-08-22,62.04999923706055,33.479339599609375,52.80617904663086
2006-08-23,61.83000183105469,33.2266731262207,52.8304328918457
2006-08-24,61.75,33.32252883911133,52.927406311035156
2006-08-25,61.77000045776367,33.38349533081055,53.00625228881836
2006-08-28,61.0,33.63614273071289,53.05470275878906
2006-08-29,60.939998626708984,33.740684509277344,53.127445220947266
2006-08-30,61.41999816894531,33.89749526977539,53.26693344116211
2006-08-31,62.290000915527344,33.86264419555664,53.39423370361328
2006-09-01,62.13999938964844,34.045589447021484,53.412479400634766
2006-09-05,63.36000061035156,34.37664031982422,53.077735900878906
2006-09-06,62.86000061035156,33.68841552734375,53.00468063354492
2006-09-07,61.25,33.5316047668457,53.10818862915039
2006-09-08,60.63999938964844,33.73198318481445,53.150733947753906
2006-09-11,58.5,33.94105529785156,53.10205078125
2006-09-12,58.31999969482422,34.568302154541016,53.36989974975586
2006-09-13,58.619998931884766,34.803524017333984,53.39425277709961
2006-09-14,57.189998626708984,34.83837127685547,53.27245330810547
2006-09-15,57.400001525878906,34.9630241394043,53.22991180419922
2006-09-18,58.22999954223633,34.97174835205078,53.14468765258789
2006-09-19,56.91999816894531,34.736392974853516,53.741092681884766
2006-09-20,57.2599983215332,35.2419548034668,53.820213317871094
2006-09-21,57.95000076293945,35.0240364074707,54.313201904296875
2006-09-22,58.5,34.75381851196289,54.58097839355469
2006-09-25,58.5,35.36399459838867,54.96445083618164
2006-09-26,58.7400016784668,35.53832244873047,54.733177185058594
2006-09-27,59.810001373291016,35.49477005004883,54.574947357177734
2006-09-28,59.790000915527344,35.59062957763672,54.483638763427734
2006-09-29,59.470001220703125,35.43373107910156,54.416690826416016
2006-10-02,59.150001525878906,34.98917770385742,54.5657844543457
2006-10-03,57.11000061035156,35.13734436035156,54.49245071411133
2006-10-04,56.369998931884766,36.000308990478516,54.88959884643555
2006-10-05,56.91999816894531,36.17466354370117,54.504676818847656
2006-10-06,56.9900016784668,36.096195220947266,53.9363899230957
2006-10-09,57.20000076293945,36.21822738647461,54.08305358886719
2006-10-10,57.0,36.27924346923828,53.655330657958984
2006-10-11,56.880001068115234,36.20952224731445,53.496456146240234
2006-10-12,57.4900016784668,36.784820556640625,53.52698516845703
2006-10-13,58.56999969482422,36.985321044921875,53.2581787109375
2006-10-16,59.16999816894531,37.02018356323242,53.496456146240234
2006-10-17,58.650001525878906,36.61049270629883,53.53923034667969
2006-10-18,58.59000015258789,36.43614959716797,53.64921569824219
2006-10-19,59.40999984741211,36.5233154296875,53.55143356323242
