Date,Close
2012-05-07,0.0
2012-05-08,-0.1304347715146218
2012-05-09,0.0
2012-05-10,0.0
2012-05-11,0.010000008803147553
2012-05-14,0.019801997457401077
2012-05-15,-0.019417492323776653
2012-05-16,0.0
2012-05-17,-0.06930691846767423
2012-05-18,0.0
2012-05-21,0.0
2012-05-22,0.0
2012-05-23,0.0
2012-05-24,0.0
2012-05-25,0.0
2012-05-29,0.0
2012-05-30,0.0
2012-05-31,0.06382976398746365
2012-06-01,-0.25
2012-06-04,0.33333333333333326
2012-06-05,-0.010000008803147553
2012-06-06,0.0
2012-06-07,0.0
2012-06-08,0.0
2012-06-11,0.0
2012-06-12,0.0
2012-06-13,0.0
2012-06-14,0.0
2012-06-15,0.0
2012-06-18,0.0
2012-06-19,0.0
2012-06-20,0.0
2012-06-21,0.0
2012-06-22,0.0
2012-06-25,-0.4848484713756541
2012-06-26,0.764705823123768
2012-06-27,0.0
2012-06-28,0.0
2012-06-29,0.0
2012-07-02,0.0
2012-07-03,0.0
2012-07-05,0.0
2012-07-06,0.0
2012-07-09,0.0
2012-07-10,0.0
2012-07-11,0.0
2012-07-12,0.0
2012-07-13,0.0
2012-07-16,0.0
2012-07-17,0.12222225029810474
2012-07-18,0.0
2012-07-19,0.0
2012-07-20,0.0
2012-07-23,0.0
2012-07-24,0.0
2012-07-25,0.0
2012-07-26,0.0
2012-07-27,0.0
2012-07-30,0.0
2012-07-31,0.0
2012-08-01,0.0
2012-08-02,0.0
2012-08-03,0.0
2012-08-06,0.0
2012-08-07,0.0
2012-08-08,0.0
2012-08-09,0.0
2012-08-10,0.0
2012-08-13,0.0
2012-08-14,0.0
2012-08-15,0.0
2012-08-16,0.0
2012-08-17,0.0
2012-08-20,0.0
2012-08-21,0.0
2012-08-22,0.0
2012-08-23,0.0
2012-08-24,0.0
2012-08-27,0.0
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,0.0
2012-08-31,0.0
2012-09-04,0.0
2012-09-05,-0.009900998728700539
2012-09-06,0.0
2012-09-07,0.0
2012-09-10,-0.7100000014671912
2012-09-11,2.4482758795147594
2012-09-12,0.0
2012-09-13,0.0
2012-09-14,0.0
2012-09-17,0.0
2012-09-18,0.0
2012-09-19,0.0
2012-09-20,0.0
2012-09-21,0.0
2012-09-24,0.0
2012-09-25,0.0
2012-09-26,0.0
2012-09-27,0.0
2012-09-28,0.0
2012-10-01,0.0
2012-10-02,0.0
2012-10-03,0.0
2012-10-04,0.0
2012-10-05,0.0
2012-10-08,0.0
2012-10-09,0.0
2012-10-10,0.0
2012-10-11,0.0
2012-10-12,0.0
2012-10-15,0.0
2012-10-16,0.0
2012-10-17,0.0
2012-10-18,0.0
2012-10-19,0.0
2012-10-22,0.0
2012-10-23,0.0
2012-10-24,0.0
2012-10-25,0.0
2012-10-26,0.0
2012-10-31,0.0
2012-11-01,0.0
2012-11-02,0.0
2012-11-05 00:00:00-05:00,0.0
2012-11-06 00:00:00-05:00,0.0
2012-11-07 00:00:00-05:00,0.0
2012-11-08 00:00:00-05:00,-0.48999999119685245
2012-11-09 00:00:00-05:00,0.0
2012-11-12 00:00:00-05:00,0.9607842798802484
2012-11-13 00:00:00-05:00,0.0
2012-11-14 00:00:00-05:00,0.0
2012-11-15 00:00:00-05:00,0.0
2012-11-16 00:00:00-05:00,0.0
2012-11-19 00:00:00-05:00,0.0
2012-11-20 00:00:00-05:00,0.0
2012-11-21 00:00:00-05:00,0.0
2012-11-23 00:00:00-05:00,0.0
2012-11-26 00:00:00-05:00,0.0
2012-11-27 00:00:00-05:00,0.0
2012-11-28 00:00:00-05:00,0.0
2012-11-29 00:00:00-05:00,0.0
2012-11-30 00:00:00-05:00,0.0
2012-12-03 00:00:00-05:00,0.0
2012-12-04 00:00:00-05:00,0.0
2012-12-05 00:00:00-05:00,0.0
2012-12-06 00:00:00-05:00,0.0
2012-12-07 00:00:00-05:00,0.0
2012-12-10 00:00:00-05:00,0.0
2012-12-11 00:00:00-05:00,0.0
2012-12-12 00:00:00-05:00,0.0
2012-12-13 00:00:00-05:00,0.0
2012-12-14 00:00:00-05:00,0.0
2012-12-17 00:00:00-05:00,0.0
2012-12-18 00:00:00-05:00,-0.48999999119685245
2012-12-19 00:00:00-05:00,0.9607842798802484
2012-12-20 00:00:00-05:00,0.0
2012-12-21 00:00:00-05:00,0.0
2012-12-24 00:00:00-05:00,0.0
2012-12-26 00:00:00-05:00,0.0
2012-12-27 00:00:00-05:00,0.0
2012-12-28 00:00:00-05:00,0.0
2012-12-31 00:00:00-05:00,0.0
2013-01-02 00:00:00-05:00,-0.0499999706561749
2013-01-03 00:00:00-05:00,-0.22105266490572828
2013-01-04 00:00:00-05:00,0.0
2013-01-07 00:00:00-05:00,0.0
2013-01-08 00:00:00-05:00,0.0
2013-01-09 00:00:00-05:00,0.0
2013-01-10 00:00:00-05:00,0.0
2013-01-11 00:00:00-05:00,0.3513513674272235
2013-01-14 00:00:00-05:00,0.0
2013-01-15 00:00:00-05:00,0.0
2013-01-16 00:00:00-05:00,0.0
2013-01-17 00:00:00-05:00,0.0
2013-01-18 00:00:00-05:00,0.0
2013-01-22 00:00:00-05:00,-0.2999999706561749
2013-01-23 00:00:00-05:00,0.0
2013-01-24 00:00:00-05:00,0.0
2013-01-25 00:00:00-05:00,0.0
2013-01-28 00:00:00-05:00,0.0
2013-01-29 00:00:00-05:00,0.0
2013-01-30 00:00:00-05:00,0.34285711590873325
2013-01-31 00:00:00-05:00,-0.09574468500223865
2013-02-01 00:00:00-05:00,0.0
2013-02-04 00:00:00-05:00,-0.6941176419820372
2013-02-05 00:00:00-05:00,1.884615286947331
2013-02-06 00:00:00-05:00,0.0
2013-02-07 00:00:00-05:00,0.0
2013-02-08 00:00:00-05:00,0.0
2013-02-11 00:00:00-05:00,0.0
2013-02-12 00:00:00-05:00,0.0
2013-02-13 00:00:00-05:00,0.0
2013-02-14 00:00:00-05:00,0.0
2013-02-15 00:00:00-05:00,0.0
2013-02-19 00:00:00-05:00,0.13333335289588333
2013-02-20 00:00:00-05:00,0.0
2013-02-21 00:00:00-05:00,0.0
2013-02-22 00:00:00-05:00,0.0
2013-02-25 00:00:00-05:00,0.0
